source_file,excel_row,approval,start_date,end_date,marketing_channel,campaign_name_description,discount_level,code_type,unique_code_count,vanity_code,auto_or_manual,new_customer_only,exclusions,combinable,stackable_with_loyalty,campaign_id,disclaimer_details,notes,completed,inferred_scope,max_discount_percent
COUPON TRACKER_20260817.xlsx,192,"Yes, confirmed 8/13",2024-08-20,2024-08-21,Email/SMS,Extra 15% Off for Loyalty (new SMS sign ups),Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance & Final Sale, Baby Bundles",No,Yes,FA2024-TC-EMAIL-NEWSMS-BCXPG8HCSMS,"Extra 15% off your order with code BCXPG8HCSMS. Valid through 11:59pm PT on 8/21/2024. One use per customer. Discount taken at checkout with code BCXPG8HCSMS. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: Clearance, Final Sale, Baby Bundles, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance|Baby,15.0
COUPON TRACKER_20260817.xlsx,193,cancelled,2024-08-20,2024-08-22,Affiliate,Extra 30% Off Clearance,Order Level,Vanity,Vanity,Vanity,Manually Applied,,,No,Yes,,,,,Clearance,30.0
COUPON TRACKER_20260817.xlsx,195,Yes confirmed 8/13,2024-08-26,2024-08-28,Email/SMS,Extra 20% off Clearance,Product Level,Vanity,Vanity,Vanity,Manually Applied,No,Final Sale (this only applies to Clearance items),No,Yes,FA2024-TC-EMAIL-SAVEMORE20,"Extra 20% off Clearance with code SAVEMORE20. Valid through 11:59pm PT on 8/28/2024. Discount taken at checkout with code SAVEMORE20. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: final sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",Ask is to have this gated ot loyalty members for the first day (8/26) and then ungated for 8/27-8/28,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,194,Yes confirmed 8/13,2024-08-27,2024-08-28,Affiliate,Extra 20% Off Clearance,Product Level,Vanity,Vanity,Vanity,Manually Applied,No,Final Sale (this only applies to Clearance items),No,Yes,FA2024-TC-AFFILIATE-DEAL20,"Extra 20% off Clearance with code DEAL20. Valid through 11:59pm PT on 8/28/2024. Discount taken at checkout with code DEAL20 on qualifying products. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchases, no price adjustments. Not valid on Final Sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,196,Yes confirmed 8/13,2024-08-29,2024-08-30,Email/SMS,Extra 15% off Order,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance, Final Sale, Bundles",No,Yes,FA2024-TC-EMAIL-LDW15,"Extra 15% off your order with code LDW15. Valid through 11:59pm PT on 8/30/2024. Discount taken at checkout with code LDW15. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: Final Sale, Baby Bundles, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance|Baby,15.0
COUPON TRACKER_20260817.xlsx,197,Yes,2024-08-31,2024-09-03,Email/SMS,CONTINGENCY: Extra 20% off Order,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance, Final Sale, Bundles",No,Yes,FA2024-TC-EMAIL-LDW20,"Extra 20% off your order with code LDW20. Valid through 11:59pm PT on 9/2/2024. Discount taken at checkout with code LDW20. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: Final Sale, Baby Bundles, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance|Baby,20.0
COUPON TRACKER_20260817.xlsx,201,Yes confirmed 8/27,2024-09-01,2024-11-10,Direct Mail,20% off your Order (New Customers),Order Level,Unique,Unique,Unique,,,"Clearance and Final Sale; 1-time use per customer, not stackable",No,No,FA2024-TC-DIRECTMAIL-20OFF-NEW,"20% off your order with your unique code for first time customers only. Valid through 11/10/2024 at 11:59PM PST. Unique code must be entered at checkout for discount. Exclusions include Clearance and Final Sale. Not valid with other offers or codes. Cannot be applied to previous purchases, no price adjustments. Offer does not apply to shipping or taxes. Not redeemable for gift cards, cash, or credit. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,202,Yes confirmed 8/27,2024-09-01,2024-11-10,Direct Mail,20% off your Order (Existing Customers),Order Level,Unique,Unique,Unique,,,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,FA2024-TC-DIRECTMAIL-20OFF-EXISTING,"20% off your order with your unique code. Valid through 11/10/2024 at 11:59PM PST. Unique code must be entered at checkout for discount. Exclusions include Clearance and Final Sale. Not valid with other offers or codes. Cannot be applied to previous purchases, no price adjustments. Offer does not apply to shipping or taxes. Not redeemable for gift cards, cash, or credit. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,203,Yes confirmed 8/27,2024-09-01,2024-11-10,Direct Mail,15% off your Order (Existing Customers),Order Level,Unique,Unique,Unique,,,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,FA2024-TC-DIRECTMAIL-15OFF-EXISTING,"15% off your order with your unique code. Valid through 11/10/2024 at 11:59PM PST. Unique code must be entered at checkout for discount. Exclusions include Clearance and Final Sale. Not valid with other offers or codes. Cannot be applied to previous purchases, no price adjustments. Offer does not apply to shipping or taxes. Not redeemable for gift cards, cash, or credit. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,198,Yes confirmed 8/13,2024-09-04,2024-09-10,Affiliate,15% off $125+,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,Clearance & Final Sale,No,Yes,FA2024-TC-AFFILIATE-ENJOY15,"Extra 15% off your purchase of $125 or more. Valid through 9/10/24 at 11:59 pm PST. Discount taken with code at checkout on qualifying orders. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Can not be combined with other codes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,208,Yes confirmed 9/10,2024-09-14,2024-09-15,Email/SMS,20% off your order,Order Level,Unique,Unique,Unique,,,"Final Sale; 1-time use per customer, not stackable",No,Yes,FA2024-TC-EMAIL-20OFFORDER,"Extra 20% off your order with unique code. Valid through 9/15/24 at 11:59 pm PST. Discount taken with code at checkout with code. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other codes or Hanna Rewards. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time. First purchase only.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,211,Yes confirmed 9/17,2024-09-20,2024-09-22,Site,Extra 15% off Clearance,Product Level,Vanity,Vanity,Vanity,Manually Applied,No,Final Sale (this only applies to Clearance items),No,Yes,FA2024-PEC-SITE-TAKE15,"Extra 15% off Clearance with code TAKE15. Valid through 11:59pm PT on 9/22/2024. Discount taken at checkout with code TAKE15 on qualifying products. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchases, no price adjustments. Not valid on Final Sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,210,Yes confirmed 9/17,2024-09-23,2024-09-23,Affiliate,15% off $125+ (Rakuten Exclusive),Order Level,Unique,Unique,Unique,Manually Applied,No,Clearance and Final Sale; not stackable,No,Yes,HOL2024-TC-AFFILIATE-RAK15,"Extra 15% off your purchase of $125 or more. Valid through 9/23/24 at 11:59 pm PST. Discount taken with code at checkout on qualifying orders. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on Final Sale, Clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Can not be combined with other codes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,204,Yes confirmed 8/27,2024-09-24,2024-09-27,Affiliate,Affiliate Targeted Offer: 20% off $150+ (New Customers),Order Level,Vanity,Vanity,Vanity,Manually Applied,Yes,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,FA2024-TC-AFFILIATE-HELLO20,"Extra 20% off your purchase of $150 or more. Valid through 9/27/24 at 11:59 pm PST. Discount taken with code at checkout on qualifying orders. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on Final Sale, Clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Can not be combined with other codes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,199,Yes confirmed 8/27,2024-10-01,2024-10-05,Affiliate,Affiliate Targeted Offer: Extra 15% off (Baby Category Only),Product Level,Vanity,Vanity,Vanity,Manually Applied,No,Include Baby products only.,No,Yes,HOL24-TC-AFFILIATE-BABY15,"15% off Baby with code BABY15. Valid through 11:59pm PT on 10/5/2024. Discount taken at checkout with code BABY15. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: Final Sale, Baby Bundles, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance|Baby,15.0
COUPON TRACKER_20260817.xlsx,200,Yes confirmed 8/27,2024-10-01,2024-10-05,Affiliate,Affiliate Targeted Offer: Extra 15% off (Adult Category Only),Product Level,Vanity,Vanity,Vanity,Manually Applied,No,Include Adult products only.,No,Yes,HOL24-TC-AFFILIATE-ADULT15,"15% off Adult with code ADULT15. Valid through 11:59pm PT on 10/5/2024. Discount taken at checkout with code ADULT15. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: Final Sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,212,Yes confirmed 9/24,2024-10-01,2024-10-02,Email,15% off your order with Halloween product,Order Level,Unique,Unique,Unique,,,"Final Sale; 1-time use per customer, not stackable",No,Yes,HOL2024-TC-EMAIL-15OFFHALLOWEEN,"Extra 15% off order with Halloween product. Valid through 11:59pm PT on 10/2/2024. Discount taken at checkout with unique code. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: final sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any tim",,Yes,Clearance|Halloween,15.0
COUPON TRACKER_20260817.xlsx,218,Yes confirmed 10/1,2024-10-01,2024-11-23,CCC Customer Appeasement Q3,20% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,HOL2024-CCC-20PERCENTOFF-EXTRAS,"20% off order with code. Valid through 11:59pm PT on 11/23/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,20.0
COUPON TRACKER_20260817.xlsx,213,Yes confirmed 10/1,2024-10-07,2024-10-31,Loyalty,October Birthday TG1 $10 Off Your Purchase of $50+,Order Level,Unique,Unique,Unique,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,HOL24-TC-LOYALTY-OCTBDAY-10OFF50,"$10 off your order of $50 or more with unique code. Valid through 11:59pm PT on 10/31/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Clearance and Final Sale, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order and one code per customer. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Not valid in retail stores or outlets. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,
COUPON TRACKER_20260817.xlsx,214,Yes confirmed 10/1,2024-10-07,2024-10-31,Loyalty,October Birthday TG2 $10 Off Your Purchase,Order Level,Unique,Unique,Unique,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,HOL24-TC-LOYALTY-OCTBDAY-10OFF,"$10 off your order with unique code. Valid through 11:59pm PT on 10/31/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Clearance and Final Sale, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order and one code per customer. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Not valid in retail stores or outlets. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,
COUPON TRACKER_20260817.xlsx,215,Yes confirmed 10/1,2024-10-11,2024-10-13,Email/SMS,Extra 15% off Clearance,Product Level,Vanity,Vanity,Vanity,Manually Applied,No,Final Sale (this only applies to Clearance items),No,Yes,HOL2024-TC-EMAIL-SAVEMORE15,"Extra 15% off Clearance with code SAVEMORE15. Valid through 11:59pm PT on 10/12/2024. Discount taken at checkout with code SAVEMORE15 on qualifying products. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchases, no price adjustments. Not valid on Final Sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,221,Yes confirmed 10/24,2024-10-14,2024-11-19,Email/SMS,Evergreen SMS opt-in offer,Order Level,Unique,Unique,Unique,Manually Applied,No,"Final Sale; 1-time use per customer, not stackable",No,Yes,HOL24-TC-SMS-EVERGREENOPTIN,"Extra 20% off your order with unique code at checkout. Valid on a single purchase starting on 10/14/24 12:00AM PT. One time use per customer. Offer cannot be combined with other promotion codes and offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: Clearance, Final Sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,222,Yes confirmed 10/24,2024-10-14,2024-10-28,Email/SMS,SMS opt-in offer during F&F (in B&B emails),Order Level,Unique,Unique,Unique,Manually Applied,No,"Final Sale; 1-time use per customer, not stackable",No,Yes,HOL24-TC-SMS-EVERGREENOPTIN-FF,"Extra 20% off your order with unique code at checkout. Valid on a single purchase through 10/28/24 at 11:59PM PT. One time use per customer. Offer cannot be combined with other promotion codes and offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: Final Sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,205,Yes confirmed 9/10,2024-10-15,2024-12-10,Direct Mail,20% off your Order (New Customers),Order Level,Unique,Unique,Unique,,Yes,"Clearance and Final Sale; 1-time use per customer, not stackable",No,No,HOL2024-TC-DIRECTMAIL-20OFFNEW,"20% off your order with your unique code for first time customers only. Valid through 12/10/2024 at 11:59PM PST. Unique code must be entered at checkout for discount. Exclusions include Clearance and Final Sale. Not valid with other offers or codes. Cannot be applied to previous purchases, no price adjustments. Offer does not apply to shipping or taxes. Not redeemable for gift cards, cash, or credit. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,206,Yes confirmed 9/10,2024-10-15,2024-12-10,Direct Mail,20% off your Order (Existing Customers),Order Level,Unique,Unique,Unique,,,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,HOL2024-TC-DIRECTMAIL-20OFFEXISTING,"20% off your order with your unique code. Valid through 12/10/2024 at 11:59PM PST. Unique code must be entered at checkout for discount. Exclusions include Clearance and Final Sale. Not valid with other offers or codes. Cannot be applied to previous purchases, no price adjustments. Offer does not apply to shipping or taxes. Not redeemable for gift cards, cash, or credit. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,207,Yes confirmed 9/10,2024-10-15,2024-12-10,Direct Mail,15% off your Order (Existing Customers),Order Level,Unique,Unique,Unique,,,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,HOL2024-TC-DIRECTMAIL-15OFFEXISTING,"15% off your order with your unique code. Valid through 12/10/2024 at 11:59PM PST. Unique code must be entered at checkout for discount. Exclusions include Clearance and Final Sale. Not valid with other offers or codes. Cannot be applied to previous purchases, no price adjustments. Offer does not apply to shipping or taxes. Not redeemable for gift cards, cash, or credit. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,216,Yes confirmed 10/1,2024-10-17,2024-10-19,Email/SMS,Extra 20% off Order,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance, Final Sale, Bundles",No,Yes,SU2024-TC-EMAIL-FF20,"Extra 20% off Your Purchase: Valid through 11:59pm PT on 10/19/2024. Discount taken at checkout with code FF20. Offer cannot be combined with additional coupon offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: clearance, final sale, baby bundles, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance|Baby,20.0
COUPON TRACKER_20260817.xlsx,226,Yes confirmed 10/24,2024-10-21,2024-10-21,Email/SMS,Extra 15% off Clearance,Product Level,Vanity,Vanity,Vanity,Manually Applied,No,,No,Yes,HOL2024-TC-EMAIL-FRIENDS15,"Extra 15% off Clearance with code FRIENDS15. Valid through 11:59pm PT on 10/21/2024. Discount taken at checkout with code FRIENDS15 on qualifying products. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchases, no price adjustments. Not valid on shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance|Sitewide,15.0
COUPON TRACKER_20260817.xlsx,224,Yes confirmed 10/24,2024-10-22,2024-10-30,Loyalty,$20 Off $100+ purchase,Order Level,Unique,Unique,Unique,Manually Applied,,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,HOL24-TC-LOYALTY-20OFF100,"Take $20 off your purchase of $100 or more. Valid through 10/30/24 at 11:59 pm PST. Discount taken with unique code at checkout on qualifying orders. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other codes or Hanna Rewards. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time. First purchase only.",,Yes,Clearance,
COUPON TRACKER_20260817.xlsx,225,Yes confirmed 10/24,2024-10-22,2024-10-30,Loyalty,20% Off Order,Order Level,Unique,Unique,Unique,Manually Applied,,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,HOL24-TC-LOYALTY-20OFFORDER,"Take 20% off your order. Valid through 10/30/24 at 11:59 pm PST. Discount taken with unique code at checkout on qualifying orders. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other codes or Hanna Rewards. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time. First purchase only.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,217,Yes confirmed 10/1,2024-10-24,2024-10-31,Affiliate,20% off orders $125+ (New Customers),Order Level,Vanity,Vanity,Vanity,Manually Applied,Yes,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,HOL2024-TC-AFFILIATE-20NEW,"Extra 20% off your purchase of $125 or more for new customers only. Valid through 10/31/24 at 11:59 pm PST. Discount taken with code 20NEW at checkout on qualifying orders. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes.To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other codes or Hanna Rewards. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time. First purchase only.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,227,Yes confirmed 10/24,2024-10-28,2024-11-25,Employee,30% off Entire Order,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,No Exclusions,No,No,HOL2024-TC-EMP-BB30,"Extra 30% off your order with code BB30 at checkout. Valid on up to 10 purchases through 11:59pm PT on 11/25/24. Offer cannot be combined with other promotion codes and offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Cannot be used with Hanna Rewards. Hanna Andersson reserves the right to modify or cancel this offer at any time.",This is for our portfolio company Boll & Branch. They want to give their influencers some Hanna Product.,Yes,,30.0
COUPON TRACKER_20260817.xlsx,235,Yes confirmed 10/24,2024-10-29,2024-11-07,Paid Social,Grinch 15% off,Product Level,Vanity,Vanity,Vanity,Manually Applied,No,"Only applicable for striped Grinch pjs. 47052-NN9, 47052-FX7, 52706-FX8, 52706-FX9, 52706-NP0, 82083-FX7, 82083-NN9, 67093-NN9, 67078-FX9, 67071-FX7, 48886-NN9, 60310-FX9, 48879-FX7, 67256-FX7, 47052-NN9 Not stackable. Excludes new arrivals and final sale.",No,Yes,HOL24-TC-PAIDSOCIAL-GRINCH,"Extra 15% off Striped Grinch styles with code GRINCH. Valid through 11/1/2024 at 11:59PM PST. Discount count taken in cart with code GRINCH. Exclusions apply including Final Sale and New Arrivals. Not valid with other offers or codes. Cannot be applied to previous purchases, no price adjustments. Offer does not apply to shipping or taxes. Not redeemable for gift cards, cash, or credit. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Sleep/PJs|Clearance|New Arrivals|Holiday,15.0
COUPON TRACKER_20260817.xlsx,229,Yes confirmed 10/24,2024-11-01,2024-11-30,Loyalty,November Birthday TG1 $10 Off Your Purchase of $50+,Order Level,Unique,Unique,Unique,Manually Applied,,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,HOL24-TC-LOYALTY-NOVBDAY-10OFF50,"$10 off your order of $50 or more with unique code. Valid through 11:59pm PT on 11/30/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Clearance and Final Sale, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order and one code per customer. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Not valid in retail stores or outlets. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,
COUPON TRACKER_20260817.xlsx,230,Yes confirmed 10/24,2024-11-01,2024-11-30,Loyalty,November Birthday TG2 $10 Off Your Purchase,Order Level,Unique,Unique,Unique,Manually Applied,,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,HOL24-TC-LOYALTY-NOVBDAY-10OFF,"$10 off your order with unique code. Valid through 11:59pm PT on 11/30/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Clearance and Final Sale, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order and one code per customer. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Not valid in retail stores or outlets. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,
COUPON TRACKER_20260817.xlsx,233,Yes confirmed 10/24,2024-11-01,2024-11-15,Affiliate,New customers 20% off,Order Level,Vanity,Vanity,Vanity,Manually Applied,Yes,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,HOL2024-TC-AFFILIATE-20HELLO,"Extra 20% off first order with code 20HELLO. Valid through 11:59pm PT on 11/15/2024. Discount taken at checkout with code 20HELLO on qualifying orders. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchases, no price adjustments. Not valid on Final Sale, Clearance, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,209,Yes confirmed 9/10,2024-11-02,2025-01-30,Brand Marketing,20% off your order,Order Level,Unique,Unique,Unique,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,FA2024-TC-BRANDMARKETING-20OFF,"Extra 20% off your order with unique code. Valid through 11:59pm PT on 1/30/2025. Discount taken at checkout with your unique code. Offer cannot be combined with additional coupon offers or codes. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: Clearance, Final Sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,228,Yes confirmed 10/24,2024-11-02,2024-11-03,Loyalty,Free Shipping - Email Codes,Order Level,Unique,Unique,Unique,Manually Applied,No,No Exclusions,No,Yes,HOL2024-TC-LOYALTY-FREESHIP,"Free standard shipping with unique code at checkout. Valid through 11:59pm PT on 11/2/24 only. Offer cannot be combined with other promotion codes and offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,
COUPON TRACKER_20260817.xlsx,232,Yes,2024-11-02,2024-11-03,Loyalty,Free Shipping - SMS Codes,Order Level,Unique,Unique,Unique,Manually Applied,No,No Exclusions,No,Yes,HOL2024-TC-SMS-FREESHIP,"Free standard shipping with unique code at checkout. Valid through 11:59pm PT on 11/2/24 only. Offer cannot be combined with other promotion codes and offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,
COUPON TRACKER_20260817.xlsx,147,Yes confirmed 5/16,2024-11-03,2025-02-22,CCC Customer Appeasement Q4,20% off $100,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,,,,,,20.0
COUPON TRACKER_20260817.xlsx,148,Yes confirmed 5/16,2024-11-03,2025-02-22,CCC Customer Appeasement Q4,10% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,,,,,,10.0
COUPON TRACKER_20260817.xlsx,149,Yes confirmed 5/16,2024-11-03,2025-02-22,CCC Customer Appeasement Q4,25% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,,,,,,25.0
